LAT;LONG;ISO_NAME;ISO_2;Y_2000_09;Y_2001_11;Y_2004_01;Y_2004_05;Y_2005_09;Y_2005_11;Y_2008_05;Y_2008_06;Y_2008_07;Y_2008_08;Y_2008_09;Y_2008_10;Y_2008_11;Y_2008_12;Y_2009_01;Y_2009_02;Y_2009_03;Y_2009_04;Y_2009_05;Y_2009_06;Y_2009_07;Y_2009_08;Y_2009_09;Y_2009_10;Y_2009_11;Y_2009_12;Y_2010_01;Y_2010_02;Y_2010_03;Y_2010_04;Y_2010_05;Y_2010_06;Y_2010_07;Y_2010_08;Y_2010_09;Y_2010_10;Y_2010_11;Y_2010_12;Y_2011_01;Y_2011_02;Y_2011_03;Y_2011_04;Y_2011_05;Y_2011_06;Y_2011_07;Y_2011_08;Y_2011_09;Y_2011_10;Y_2011_11;Y_2011_12;Y_2012_01;Y_2012_02;Y_2012_03;Y_2012_04;Y_2012_05;Y_2012_06;Y_2012_07;Y_2012_08;Y_2012_09;Y_2012_10;Y_2012_11;Y_2012_12;Y_2013_01;Y_2013_02;Y_2013_03;Y_2013_04;Y_2013_05;Y_2013_06;LAT2010;LONG2010
11.00;-61.00; Trinidad and Tobago;TT;0;0;0;0;0;0;0;0;0;0;0;3;1;0;2;1;0;0;0;0;2;0;138;29;27;30;33;32;42;39;45;48;32;39;49;65;59;48;47;57;54;96;89;77;70;62;160;127;81;60;71;70;67;71;74;68;63;65;62;68;56;57;63;61;79;88;91;94;7.42;-62.48
23.50;121.00; Taiwan;TW;0;0;0;0;0;0;1;1;1;1;1;1;4;5;3;4;5;2;1;7;8;41;155;1535;2080;2193;1751;1599;2093;1786;2333;1889;1689;1634;1710;1933;1692;1537;1570;1706;1873;2775;2882;2495;2848;4235;10566;8476;4948;4158;4508;3920;3707;3552;3473;3813;3875;4036;4702;5306;5173;5072;4960;4461;5039;4789;4751;4535;20.99;135.61
-6.00;35.00; Tanzania;TZ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;11;7;19;23;23;14;8;13;36;7;7;11;22;9;15;25;12;17;33;37;35;28;56;140;113;50;43;52;46;41;48;35;59;48;52;62;49;55;48;60;40;66;69;81;74;-8.98;21.96
49.00;32.00; Ukraine;UA;0;0;0;0;0;0;0;1;0;3;4;3;2;1;1;2;1;2;3;2;7;136;218;1177;1457;1478;1277;1250;1558;1377;1688;1573;1506;1537;1740;2129;1800;1806;1888;2336;2221;3457;3508;3187;3227;3386;3710;3941;4241;3492;3753;3766;3772;3778;3313;3039;3059;3153;3389;4007;3832;3895;3709;3855;15255;19562;20936;20630;57.19;32.30
1.00;32.00; Uganda;UG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;30;29;25;9;11;14;8;17;16;15;15;21;33;19;14;13;22;24;43;45;54;43;37;128;47;47;38;43;44;62;75;74;53;61;55;61;68;66;51;54;65;84;81;80;71;1.05;17.22
38.00;-97.00; United States;US;4;0;4;0;0;0;0;4;7;16;26;25;34;29;17;37;38;42;37;45;81;3193;6338;27190;25790;31474;29226;29815;34810;32803;39199;32682;31688;32502;36786;42686;32490;32129;37090;46486;43230;69127;78484;84269;75930;78298;78372;81878;72332;58647;76585;66239;65097;65954;64578;61168;61122;62563;69224;79090;76381;78218;74497;77022;84284;82892;87894;89521;42.81;-97.25
-33.00;-56.00; Uruguay;UY;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;537;209;68;44;57;49;55;68;46;72;59;57;53;51;63;54;53;58;80;76;120;130;148;304;409;918;682;372;297;349;326;315;272;289;281;288;302;317;369;367;343;311;339;379;355;369;359;-28.43;-61.32
41.00;64.00; Uzbekistan;UZ;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;48;42;31;39;38;48;49;45;51;45;43;44;47;61;58;56;54;79;68;115;115;104;102;141;217;166;157;131;158;164;170;158;172;166;156;169;196;215;221;231;215;223;248;251;258;238;61.85;69.55
41.90;12.45; Holy See (Vatican City State);VA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;4;4;0;0;0;0;0;3;4;2;0;0;1;0;0;0;2;0;0;2;2;6;10;10;8;8;4;4;4;2;1;3;7;4;8;38.61;3.61
13.25;-61.20; Saint Vincent and The Grenadines;VC;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;9;8;7;8;7;9;10;8;9;8;10;2;5;6;11;9;7;17;20;25;14;7;19;112;15;11;17;8;10;8;8;9;8;5;7;10;8;10;6;6;7;5;9;10.76;-62.64
8.00;-66.00; Venezuela;VE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;1;136;110;328;380;394;346;423;501;456;618;541;524;488;534;614;502;488;589;754;725;752;769;817;1404;1122;1809;1640;1128;911;1041;991;941;848;951;1062;1019;956;1045;1145;1040;938;951;986;1130;1160;1174;1195;3.99;-65.26
18.50;-64.50; Virgin Islands;VG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;1;2;1;2;3;3;5;3;7;0;1;3;9;13;18;19;18;20;14;2;3;6;2;2;3;12;12;4;3;6;10;11;11;9;9;13;14;17;14;11;10;18.34;-65.43
18.33;-64.83; Virgin Islands;VI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;8;8;6;8;6;7;7;8;10;15;19;13;10;12;21;20;38;26;21;25;22;11;17;19;9;10;19;23;20;24;25;26;30;35;25;25;29;30;28;32;31;33;32;18.14;-65.53
16.17;107.83; Viet Nam;VN;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;1;3;1;1;2;3;44;113;386;431;629;565;639;908;628;863;729;829;831;884;1195;870;918;1238;1303;1469;2273;2206;2050;2050;1911;1839;1788;1497;1204;1497;1686;1615;1703;1401;1403;1259;1186;1344;1497;1394;1308;1160;981;1337;1282;1209;1114;6.53;111.01
-16.00;167.00; Vanuatu;VU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;3;2;2;4;1;2;3;4;4;3;4;3;3;5;3;4;11;13;17;17;18;14;13;15;12;14;13;8;15;16;12;16;10;9;10;16;19;15;8;11;7;6;8;-19.68;169.56
-13.30;-176.20; Wallis and Futuna;WF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;4;2;5;3;5;5;4;4;3;3;4;0;0;0;1;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;1;0;1;6;4;5;3;3;5;0;0;-12.17;-173.71
-13.58;-172.33; Samoa;WS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;2;2;-12.42;-169.79
15.00;48.00; Yemen;YE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;2;1;42;51;33;38;53;61;73;84;126;135;93;110;127;129;121;91;114;119;157;223;219;161;170;150;220;206;156;142;183;182;203;176;167;159;150;177;206;184;194;255;282;253;253;241;231;206;15.16;28.47
-12.83;45.17; Mayotte;YT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;5;3;2;3;2;2;2;4;7;6;5;3;3;3;2;3;0;2;1;0;0;1;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;2;8;5;5;6;8;-16.20;33.03
-29.00;24.00; South Africa;ZA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;291;214;248;360;475;578;393;285;346;392;415;573;639;596;809;840;922;948;827;594;806;673;634;644;696;661;689;744;863;993;901;740;869;898;836;858;898;961;-25.78;14.70
-15.00;30.00; Zambia;ZM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;2;0;2;2;3;3;3;4;4;7;3;5;7;4;7;8;15;21;21;13;12;17;24;16;17;19;19;20;28;28;20;27;16;23;25;22;32;22;39;34;30;34;-16.06;16.64
-20.00;30.00; Zimbabwe;ZW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;3;1;3;2;2;0;4;8;9;10;15;19;31;21;7;10;14;18;24;27;28;20;16;55;25;19;14;32;23;46;38;35;37;40;47;46;43;43;38;39;33;37;40;46;46;-19.64;17.46
